"","ANIO","SITIO","TRANSECTO","ESPECIE","ABUNDANCIA","COMUNIDAD","LATITUD","LONGITUD"
"290",2009,"La Plana",2,"Ecklonia arborea",13,"Isla Natividad",27.84616,-115.1653
"291",2009,"La Plana",3,"Ecklonia arborea",1,"Isla Natividad",27.84616,-115.1653
"292",2009,"La Plana",4,"Ecklonia arborea",25,"Isla Natividad",27.84616,-115.1653
"293",2009,"La Plana",5,"Ecklonia arborea",3,"Isla Natividad",27.84616,-115.1653
"294",2009,"La Plana",6,"Ecklonia arborea",3,"Isla Natividad",27.84616,-115.1653
"295",2009,"La Plana",7,"Ecklonia arborea",0,"Isla Natividad",27.84616,-115.1653
"296",2009,"La Plana",8,"Ecklonia arborea",1,"Isla Natividad",27.84616,-115.1653
"297",2009,"La Plana",9,"Ecklonia arborea",8,"Isla Natividad",27.84616,-115.1653
"298",2009,"La Plana",10,"Ecklonia arborea",2,"Isla Natividad",27.84616,-115.1653
"299",2009,"La Plana",11,"Ecklonia arborea",16,"Isla Natividad",27.84616,-115.1653
"300",2009,"La Plana",12,"Ecklonia arborea",0,"Isla Natividad",27.84616,-115.1653
"301",2009,"La Plana",13,"Ecklonia arborea",2,"Isla Natividad",27.84616,-115.1653
"302",2009,"La Plana",14,"Ecklonia arborea",4,"Isla Natividad",27.84616,-115.1653
"303",2009,"La Plana",15,"Ecklonia arborea",3,"Isla Natividad",27.84616,-115.1653
"304",2009,"La Plana",16,"Ecklonia arborea",6,"Isla Natividad",27.84616,-115.1653
"305",2009,"La Plana",17,"Ecklonia arborea",50,"Isla Natividad",27.84616,-115.1653
"306",2009,"La Plana",18,"Ecklonia arborea",40,"Isla Natividad",27.84616,-115.1653
"307",2009,"La Plana",19,"Ecklonia arborea",1,"Isla Natividad",27.84616,-115.1653
"308",2009,"La Plana",20,"Ecklonia arborea",3,"Isla Natividad",27.84616,-115.1653
"309",2009,"La Plana",21,"Ecklonia arborea",8,"Isla Natividad",27.84616,-115.1653
"310",2009,"La Plana",22,"Ecklonia arborea",50,"Isla Natividad",27.84616,-115.1653
"311",2009,"La Plana",23,"Ecklonia arborea",2,"Isla Natividad",27.84616,-115.1653
"312",2009,"La Plana",24,"Ecklonia arborea",23,"Isla Natividad",27.84616,-115.1653
"313",2009,"La Plana",25,"Ecklonia arborea",3,"Isla Natividad",27.84616,-115.1653
"314",2009,"La Plana",26,"Ecklonia arborea",2,"Isla Natividad",27.84616,-115.1653
"315",2009,"Punta Prieta",1,"Ecklonia arborea",11,"Isla Natividad",27.88881,-115.1919
"316",2009,"Punta Prieta",2,"Ecklonia arborea",31,"Isla Natividad",27.88881,-115.1919
"317",2009,"Punta Prieta",3,"Ecklonia arborea",7,"Isla Natividad",27.88881,-115.1919
"318",2009,"Punta Prieta",4,"Ecklonia arborea",27,"Isla Natividad",27.88881,-115.1919
"319",2009,"Punta Prieta",5,"Ecklonia arborea",0,"Isla Natividad",27.88881,-115.1919
"320",2009,"Punta Prieta",6,"Ecklonia arborea",30,"Isla Natividad",27.88881,-115.1919
"321",2009,"Punta Prieta",7,"Ecklonia arborea",3,"Isla Natividad",27.88881,-115.1919
"322",2009,"Punta Prieta",8,"Ecklonia arborea",1,"Isla Natividad",27.88881,-115.1919
"323",2009,"Punta Prieta",9,"Ecklonia arborea",43,"Isla Natividad",27.88881,-115.1919
"324",2009,"Punta Prieta",10,"Ecklonia arborea",12,"Isla Natividad",27.88881,-115.1919
"325",2009,"Punta Prieta",11,"Ecklonia arborea",3,"Isla Natividad",27.88881,-115.1919
"326",2009,"Punta Prieta",12,"Ecklonia arborea",1,"Isla Natividad",27.88881,-115.1919
"327",2009,"Punta Prieta",13,"Ecklonia arborea",20,"Isla Natividad",27.88881,-115.1919
"328",2009,"Punta Prieta",14,"Ecklonia arborea",27,"Isla Natividad",27.88881,-115.1919
"329",2009,"Punta Prieta",15,"Ecklonia arborea",13,"Isla Natividad",27.88881,-115.1919
"330",2009,"Punta Prieta",16,"Ecklonia arborea",50,"Isla Natividad",27.88881,-115.1919
"331",2009,"Punta Prieta",17,"Ecklonia arborea",27,"Isla Natividad",27.88881,-115.1919
"332",2009,"Punta Prieta",18,"Ecklonia arborea",41,"Isla Natividad",27.88881,-115.1919
"333",2009,"Punta Prieta",19,"Ecklonia arborea",50,"Isla Natividad",27.88881,-115.1919
"334",2009,"Punta Prieta",20,"Ecklonia arborea",10,"Isla Natividad",27.88881,-115.1919
"335",2009,"Punta Prieta",21,"Ecklonia arborea",19,"Isla Natividad",27.88881,-115.1919
"336",2009,"Punta Prieta",22,"Ecklonia arborea",47,"Isla Natividad",27.88881,-115.1919
"337",2009,"Punta Prieta",23,"Ecklonia arborea",20,"Isla Natividad",27.88881,-115.1919
"338",2009,"Punta Prieta",24,"Ecklonia arborea",9,"Isla Natividad",27.88881,-115.1919
"339",2010,"Babencho",1,"Ecklonia arborea",50,"Isla Natividad",27.86058,-115.1888
"340",2010,"Babencho",2,"Ecklonia arborea",50,"Isla Natividad",27.86058,-115.1888
"341",2010,"Babencho",3,"Ecklonia arborea",0,"Isla Natividad",27.86058,-115.1888
"342",2010,"Babencho",4,"Ecklonia arborea",50,"Isla Natividad",27.86058,-115.1888
"343",2010,"Babencho",5,"Ecklonia arborea",2,"Isla Natividad",27.86058,-115.1888
"344",2010,"Babencho",6,"Ecklonia arborea",50,"Isla Natividad",27.86058,-115.1888
"345",2010,"Babencho",7,"Ecklonia arborea",0,"Isla Natividad",27.86058,-115.1888
"346",2010,"Babencho",8,"Ecklonia arborea",76,"Isla Natividad",27.86058,-115.1888
"347",2010,"Babencho",9,"Ecklonia arborea",0,"Isla Natividad",27.86058,-115.1888
"348",2010,"Babencho",10,"Ecklonia arborea",0,"Isla Natividad",27.86058,-115.1888
"349",2010,"Babencho",11,"Ecklonia arborea",0,"Isla Natividad",27.86058,-115.1888
"350",2010,"Babencho",12,"Ecklonia arborea",0,"Isla Natividad",27.86058,-115.1888
"351",2010,"Babencho",13,"Ecklonia arborea",1,"Isla Natividad",27.86058,-115.1888
"352",2010,"Babencho",14,"Ecklonia arborea",0,"Isla Natividad",27.86058,-115.1888
"353",2010,"Babencho",15,"Ecklonia arborea",25,"Isla Natividad",27.86058,-115.1888
"354",2010,"Babencho",16,"Ecklonia arborea",3,"Isla Natividad",27.86058,-115.1888
"355",2010,"Babencho",17,"Ecklonia arborea",5,"Isla Natividad",27.86058,-115.1888
"356",2010,"Babencho",18,"Ecklonia arborea",6,"Isla Natividad",27.86058,-115.1888
"357",2010,"Babencho",19,"Ecklonia arborea",3,"Isla Natividad",27.86058,-115.1888
"358",2010,"Babencho",20,"Ecklonia arborea",0,"Isla Natividad",27.86058,-115.1888
"359",2010,"Babencho",21,"Ecklonia arborea",50,"Isla Natividad",27.86058,-115.1888
"360",2010,"Babencho",22,"Ecklonia arborea",56,"Isla Natividad",27.86058,-115.1888
"361",2010,"Babencho",23,"Ecklonia arborea",30,"Isla Natividad",27.86058,-115.1888
"362",2010,"Babencho",24,"Ecklonia arborea",50,"Isla Natividad",27.86058,-115.1888
"363",2010,"Babencho",25,"Ecklonia arborea",34,"Isla Natividad",27.86058,-115.1888
"364",2010,"La Dulce",1,"Ecklonia arborea",0,"Isla Natividad",27.84501,-115.1428
"365",2010,"La Dulce",2,"Ecklonia arborea",3,"Isla Natividad",27.84501,-115.1428
"366",2010,"La Dulce",3,"Ecklonia arborea",0,"Isla Natividad",27.84501,-115.1428
"367",2010,"La Dulce",4,"Ecklonia arborea",0,"Isla Natividad",27.84501,-115.1428
"368",2010,"La Dulce",5,"Ecklonia arborea",0,"Isla Natividad",27.84501,-115.1428
"369",2010,"La Dulce",6,"Ecklonia arborea",15,"Isla Natividad",27.84501,-115.1428
"370",2010,"La Dulce",7,"Ecklonia arborea",0,"Isla Natividad",27.84501,-115.1428
"371",2010,"La Dulce",8,"Ecklonia arborea",3,"Isla Natividad",27.84501,-115.1428
"372",2010,"La Dulce",9,"Ecklonia arborea",0,"Isla Natividad",27.84501,-115.1428
"373",2010,"La Dulce",10,"Ecklonia arborea",0,"Isla Natividad",27.84501,-115.1428
"374",2010,"La Dulce",11,"Ecklonia arborea",5,"Isla Natividad",27.84501,-115.1428
"375",2010,"La Dulce",12,"Ecklonia arborea",4,"Isla Natividad",27.84501,-115.1428
"376",2010,"La Dulce",13,"Ecklonia arborea",13,"Isla Natividad",27.84501,-115.1428
"377",2010,"La Dulce",14,"Ecklonia arborea",25,"Isla Natividad",27.84501,-115.1428
"378",2010,"La Dulce",15,"Ecklonia arborea",9,"Isla Natividad",27.84501,-115.1428
"379",2010,"La Dulce",16,"Ecklonia arborea",10,"Isla Natividad",27.84501,-115.1428
"380",2010,"La Dulce",17,"Ecklonia arborea",0,"Isla Natividad",27.84501,-115.1428
"381",2010,"La Dulce",18,"Ecklonia arborea",2,"Isla Natividad",27.84501,-115.1428
"382",2010,"La Dulce",19,"Ecklonia arborea",0,"Isla Natividad",27.84501,-115.1428
"383",2010,"La Dulce",20,"Ecklonia arborea",2,"Isla Natividad",27.84501,-115.1428
"384",2010,"La Dulce",21,"Ecklonia arborea",0,"Isla Natividad",27.84501,-115.1428
"385",2010,"La Dulce",22,"Ecklonia arborea",0,"Isla Natividad",27.84501,-115.1428
"386",2010,"La Dulce",23,"Ecklonia arborea",0,"Isla Natividad",27.84501,-115.1428
"387",2010,"La Dulce",24,"Ecklonia arborea",3,"Isla Natividad",27.84501,-115.1428
"388",2010,"La Dulce",25,"Ecklonia arborea",3,"Isla Natividad",27.84501,-115.1428
"389",2010,"La Dulce",26,"Ecklonia arborea",2,"Isla Natividad",27.84501,-115.1428
"390",2010,"La Dulce",27,"Ecklonia arborea",5,"Isla Natividad",27.84501,-115.1428
"391",2010,"La Guanera",1,"Ecklonia arborea",5,"Isla Natividad",27.87691,-115.1699
"392",2010,"La Guanera",2,"Ecklonia arborea",11,"Isla Natividad",27.87691,-115.1699
"393",2010,"La Guanera",3,"Ecklonia arborea",29,"Isla Natividad",27.87691,-115.1699
"394",2010,"La Guanera",4,"Ecklonia arborea",9,"Isla Natividad",27.87691,-115.1699
"395",2010,"La Guanera",5,"Ecklonia arborea",30,"Isla Natividad",27.87691,-115.1699
"396",2010,"La Guanera",6,"Ecklonia arborea",32,"Isla Natividad",27.87691,-115.1699
"397",2010,"La Guanera",7,"Ecklonia arborea",34,"Isla Natividad",27.87691,-115.1699
"398",2010,"La Guanera",8,"Ecklonia arborea",2,"Isla Natividad",27.87691,-115.1699
"399",2010,"La Guanera",9,"Ecklonia arborea",41,"Isla Natividad",27.87691,-115.1699
"400",2010,"La Guanera",10,"Ecklonia arborea",2,"Isla Natividad",27.87691,-115.1699
"401",2010,"La Guanera",11,"Ecklonia arborea",10,"Isla Natividad",27.87691,-115.1699
"402",2010,"La Guanera",12,"Ecklonia arborea",21,"Isla Natividad",27.87691,-115.1699
"403",2010,"La Guanera",13,"Ecklonia arborea",7,"Isla Natividad",27.87691,-115.1699
"404",2010,"La Guanera",14,"Ecklonia arborea",11,"Isla Natividad",27.87691,-115.1699
"405",2010,"La Guanera",15,"Ecklonia arborea",21,"Isla Natividad",27.87691,-115.1699
"406",2010,"La Guanera",16,"Ecklonia arborea",9,"Isla Natividad",27.87691,-115.1699
"407",2010,"La Guanera",17,"Ecklonia arborea",30,"Isla Natividad",27.87691,-115.1699
"408",2010,"La Guanera",18,"Ecklonia arborea",33,"Isla Natividad",27.87691,-115.1699
"409",2010,"La Guanera",19,"Ecklonia arborea",39,"Isla Natividad",27.87691,-115.1699
"410",2010,"La Guanera",20,"Ecklonia arborea",12,"Isla Natividad",27.87691,-115.1699
"411",2010,"La Guanera",21,"Ecklonia arborea",33,"Isla Natividad",27.87691,-115.1699
"412",2010,"La Guanera",22,"Ecklonia arborea",11,"Isla Natividad",27.87691,-115.1699
"413",2010,"La Guanera",23,"Ecklonia arborea",5,"Isla Natividad",27.87691,-115.1699
"414",2010,"La Plana",1,"Ecklonia arborea",0,"Isla Natividad",27.84616,-115.1653
"415",2010,"La Plana",2,"Ecklonia arborea",0,"Isla Natividad",27.84616,-115.1653
"416",2010,"La Plana",3,"Ecklonia arborea",8,"Isla Natividad",27.84616,-115.1653
"417",2010,"La Plana",4,"Ecklonia arborea",16,"Isla Natividad",27.84616,-115.1653
"418",2010,"La Plana",5,"Ecklonia arborea",10,"Isla Natividad",27.84616,-115.1653
"419",2010,"La Plana",6,"Ecklonia arborea",3,"Isla Natividad",27.84616,-115.1653
"420",2010,"La Plana",7,"Ecklonia arborea",5,"Isla Natividad",27.84616,-115.1653
"421",2010,"La Plana",8,"Ecklonia arborea",2,"Isla Natividad",27.84616,-115.1653
"422",2010,"La Plana",9,"Ecklonia arborea",13,"Isla Natividad",27.84616,-115.1653
"423",2010,"La Plana",10,"Ecklonia arborea",1,"Isla Natividad",27.84616,-115.1653
"424",2010,"La Plana",11,"Ecklonia arborea",7,"Isla Natividad",27.84616,-115.1653
"425",2010,"La Plana",12,"Ecklonia arborea",0,"Isla Natividad",27.84616,-115.1653
"426",2010,"La Plana",13,"Ecklonia arborea",4,"Isla Natividad",27.84616,-115.1653
"427",2010,"La Plana",14,"Ecklonia arborea",4,"Isla Natividad",27.84616,-115.1653
"428",2010,"La Plana",15,"Ecklonia arborea",14,"Isla Natividad",27.84616,-115.1653
"429",2010,"La Plana",16,"Ecklonia arborea",10,"Isla Natividad",27.84616,-115.1653
"430",2010,"La Plana",17,"Ecklonia arborea",33,"Isla Natividad",27.84616,-115.1653
"431",2010,"La Plana",18,"Ecklonia arborea",10,"Isla Natividad",27.84616,-115.1653
"432",2010,"La Plana",19,"Ecklonia arborea",30,"Isla Natividad",27.84616,-115.1653
"433",2010,"La Plana",20,"Ecklonia arborea",6,"Isla Natividad",27.84616,-115.1653
"434",2010,"La Plana",21,"Ecklonia arborea",14,"Isla Natividad",27.84616,-115.1653
"435",2010,"La Plana",22,"Ecklonia arborea",19,"Isla Natividad",27.84616,-115.1653
"436",2010,"La Plana",23,"Ecklonia arborea",24,"Isla Natividad",27.84616,-115.1653
"437",2010,"La Plana",24,"Ecklonia arborea",1,"Isla Natividad",27.84616,-115.1653
"438",2010,"La Plana",25,"Ecklonia arborea",50,"Isla Natividad",27.84616,-115.1653
"439",2010,"Punta Prieta",1,"Ecklonia arborea",0,"Isla Natividad",27.88881,-115.1919
"440",2010,"Punta Prieta",2,"Ecklonia arborea",15,"Isla Natividad",27.88881,-115.1919
"441",2010,"Punta Prieta",3,"Ecklonia arborea",50,"Isla Natividad",27.88881,-115.1919
"442",2010,"Punta Prieta",4,"Ecklonia arborea",3,"Isla Natividad",27.88881,-115.1919
"443",2010,"Punta Prieta",5,"Ecklonia arborea",0,"Isla Natividad",27.88881,-115.1919
"444",2010,"Punta Prieta",6,"Ecklonia arborea",52,"Isla Natividad",27.88881,-115.1919
"445",2010,"Punta Prieta",7,"Ecklonia arborea",22,"Isla Natividad",27.88881,-115.1919
"446",2010,"Punta Prieta",8,"Ecklonia arborea",8,"Isla Natividad",27.88881,-115.1919
"447",2010,"Punta Prieta",9,"Ecklonia arborea",69,"Isla Natividad",27.88881,-115.1919
"448",2010,"Punta Prieta",10,"Ecklonia arborea",6,"Isla Natividad",27.88881,-115.1919
"449",2010,"Punta Prieta",11,"Ecklonia arborea",2,"Isla Natividad",27.88881,-115.1919
"450",2010,"Punta Prieta",12,"Ecklonia arborea",30,"Isla Natividad",27.88881,-115.1919
"451",2010,"Punta Prieta",13,"Ecklonia arborea",6,"Isla Natividad",27.88881,-115.1919
"452",2010,"Punta Prieta",14,"Ecklonia arborea",5,"Isla Natividad",27.88881,-115.1919
"453",2010,"Punta Prieta",15,"Ecklonia arborea",3,"Isla Natividad",27.88881,-115.1919
"454",2010,"Punta Prieta",16,"Ecklonia arborea",11,"Isla Natividad",27.88881,-115.1919
"455",2010,"Punta Prieta",17,"Ecklonia arborea",3,"Isla Natividad",27.88881,-115.1919
"456",2010,"Punta Prieta",18,"Ecklonia arborea",5,"Isla Natividad",27.88881,-115.1919
"457",2010,"Punta Prieta",19,"Ecklonia arborea",13,"Isla Natividad",27.88881,-115.1919
"458",2010,"Punta Prieta",20,"Ecklonia arborea",5,"Isla Natividad",27.88881,-115.1919
"459",2010,"Punta Prieta",21,"Ecklonia arborea",50,"Isla Natividad",27.88881,-115.1919
"460",2010,"Punta Prieta",22,"Ecklonia arborea",43,"Isla Natividad",27.88881,-115.1919
"461",2010,"Punta Prieta",23,"Ecklonia arborea",15,"Isla Natividad",27.88881,-115.1919
"462",2010,"Punta Prieta",24,"Ecklonia arborea",18,"Isla Natividad",27.88881,-115.1919
"463",2011,"Babencho",1,"Ecklonia arborea",0,"Isla Natividad",27.86058,-115.1888
"464",2011,"Babencho",2,"Ecklonia arborea",50,"Isla Natividad",27.86058,-115.1888
"465",2011,"Babencho",3,"Ecklonia arborea",0,"Isla Natividad",27.86058,-115.1888
"466",2011,"Babencho",4,"Ecklonia arborea",50,"Isla Natividad",27.86058,-115.1888
"467",2011,"Babencho",5,"Ecklonia arborea",0,"Isla Natividad",27.86058,-115.1888
"468",2011,"Babencho",6,"Ecklonia arborea",50,"Isla Natividad",27.86058,-115.1888
"469",2011,"Babencho",7,"Ecklonia arborea",0,"Isla Natividad",27.86058,-115.1888
"470",2011,"Babencho",8,"Ecklonia arborea",0,"Isla Natividad",27.86058,-115.1888
"471",2011,"Babencho",9,"Ecklonia arborea",50,"Isla Natividad",27.86058,-115.1888
"472",2011,"Babencho",10,"Ecklonia arborea",9,"Isla Natividad",27.86058,-115.1888
"473",2011,"Babencho",11,"Ecklonia arborea",18,"Isla Natividad",27.86058,-115.1888
"474",2011,"Babencho",12,"Ecklonia arborea",3,"Isla Natividad",27.86058,-115.1888
"475",2011,"Babencho",13,"Ecklonia arborea",3,"Isla Natividad",27.86058,-115.1888
"476",2011,"Babencho",14,"Ecklonia arborea",14,"Isla Natividad",27.86058,-115.1888
"477",2011,"Babencho",15,"Ecklonia arborea",50,"Isla Natividad",27.86058,-115.1888
"478",2011,"Babencho",16,"Ecklonia arborea",2,"Isla Natividad",27.86058,-115.1888
"479",2011,"Babencho",17,"Ecklonia arborea",23,"Isla Natividad",27.86058,-115.1888
"480",2011,"Babencho",18,"Ecklonia arborea",24,"Isla Natividad",27.86058,-115.1888
"481",2011,"Babencho",19,"Ecklonia arborea",0,"Isla Natividad",27.86058,-115.1888
"482",2011,"Babencho",20,"Ecklonia arborea",0,"Isla Natividad",27.86058,-115.1888
"483",2011,"Babencho",21,"Ecklonia arborea",0,"Isla Natividad",27.86058,-115.1888
"484",2011,"Babencho",22,"Ecklonia arborea",13,"Isla Natividad",27.86058,-115.1888
"485",2011,"La Dulce",1,"Ecklonia arborea",0,"Isla Natividad",27.84501,-115.1428
"486",2011,"La Dulce",2,"Ecklonia arborea",3,"Isla Natividad",27.84501,-115.1428
"487",2011,"La Dulce",3,"Ecklonia arborea",0,"Isla Natividad",27.84501,-115.1428
"488",2011,"La Dulce",4,"Ecklonia arborea",0,"Isla Natividad",27.84501,-115.1428
"489",2011,"La Dulce",5,"Ecklonia arborea",4,"Isla Natividad",27.84501,-115.1428
"490",2011,"La Dulce",6,"Ecklonia arborea",0,"Isla Natividad",27.84501,-115.1428
"491",2011,"La Dulce",7,"Ecklonia arborea",0,"Isla Natividad",27.84501,-115.1428
"492",2011,"La Dulce",8,"Ecklonia arborea",0,"Isla Natividad",27.84501,-115.1428
"493",2011,"La Dulce",9,"Ecklonia arborea",1,"Isla Natividad",27.84501,-115.1428
"494",2011,"La Dulce",10,"Ecklonia arborea",7,"Isla Natividad",27.84501,-115.1428
"495",2011,"La Dulce",11,"Ecklonia arborea",5,"Isla Natividad",27.84501,-115.1428
"496",2011,"La Dulce",12,"Ecklonia arborea",0,"Isla Natividad",27.84501,-115.1428
"497",2011,"La Dulce",13,"Ecklonia arborea",11,"Isla Natividad",27.84501,-115.1428
"498",2011,"La Dulce",14,"Ecklonia arborea",10,"Isla Natividad",27.84501,-115.1428
"499",2011,"La Dulce",15,"Ecklonia arborea",0,"Isla Natividad",27.84501,-115.1428
"500",2011,"La Dulce",16,"Ecklonia arborea",1,"Isla Natividad",27.84501,-115.1428
"501",2011,"La Dulce",17,"Ecklonia arborea",0,"Isla Natividad",27.84501,-115.1428
"502",2011,"La Dulce",18,"Ecklonia arborea",10,"Isla Natividad",27.84501,-115.1428
"503",2011,"La Dulce",19,"Ecklonia arborea",20,"Isla Natividad",27.84501,-115.1428
"504",2011,"La Dulce",20,"Ecklonia arborea",8,"Isla Natividad",27.84501,-115.1428
"505",2011,"La Dulce",21,"Ecklonia arborea",5,"Isla Natividad",27.84501,-115.1428
"506",2011,"La Dulce",22,"Ecklonia arborea",0,"Isla Natividad",27.84501,-115.1428
"507",2011,"La Dulce",23,"Ecklonia arborea",0,"Isla Natividad",27.84501,-115.1428
"508",2011,"La Dulce",24,"Ecklonia arborea",3,"Isla Natividad",27.84501,-115.1428
"509",2011,"La Dulce",25,"Ecklonia arborea",6,"Isla Natividad",27.84501,-115.1428
"510",2011,"La Guanera",1,"Ecklonia arborea",0,"Isla Natividad",27.87691,-115.1699
"511",2011,"La Guanera",2,"Ecklonia arborea",50,"Isla Natividad",27.87691,-115.1699
"512",2011,"La Guanera",3,"Ecklonia arborea",0,"Isla Natividad",27.87691,-115.1699
"513",2011,"La Guanera",4,"Ecklonia arborea",27,"Isla Natividad",27.87691,-115.1699
"514",2011,"La Guanera",5,"Ecklonia arborea",3,"Isla Natividad",27.87691,-115.1699
"515",2011,"La Guanera",6,"Ecklonia arborea",44,"Isla Natividad",27.87691,-115.1699
"516",2011,"La Guanera",7,"Ecklonia arborea",17,"Isla Natividad",27.87691,-115.1699
"517",2011,"La Guanera",8,"Ecklonia arborea",0,"Isla Natividad",27.87691,-115.1699
"518",2011,"La Guanera",9,"Ecklonia arborea",6,"Isla Natividad",27.87691,-115.1699
"519",2011,"La Guanera",10,"Ecklonia arborea",2,"Isla Natividad",27.87691,-115.1699
"520",2011,"La Guanera",11,"Ecklonia arborea",40,"Isla Natividad",27.87691,-115.1699
"521",2011,"La Guanera",12,"Ecklonia arborea",27,"Isla Natividad",27.87691,-115.1699
"522",2011,"La Guanera",13,"Ecklonia arborea",37,"Isla Natividad",27.87691,-115.1699
"523",2011,"La Guanera",14,"Ecklonia arborea",31,"Isla Natividad",27.87691,-115.1699
"524",2011,"La Guanera",15,"Ecklonia arborea",5,"Isla Natividad",27.87691,-115.1699
"525",2011,"La Guanera",16,"Ecklonia arborea",40,"Isla Natividad",27.87691,-115.1699
"526",2011,"La Guanera",17,"Ecklonia arborea",12,"Isla Natividad",27.87691,-115.1699
"527",2011,"La Guanera",18,"Ecklonia arborea",50,"Isla Natividad",27.87691,-115.1699
"528",2011,"La Guanera",19,"Ecklonia arborea",42,"Isla Natividad",27.87691,-115.1699
"529",2011,"La Guanera",20,"Ecklonia arborea",130,"Isla Natividad",27.87691,-115.1699
"530",2011,"La Guanera",21,"Ecklonia arborea",58,"Isla Natividad",27.87691,-115.1699
"531",2011,"La Guanera",22,"Ecklonia arborea",27,"Isla Natividad",27.87691,-115.1699
"532",2011,"La Guanera",23,"Ecklonia arborea",25,"Isla Natividad",27.87691,-115.1699
"533",2011,"La Guanera",24,"Ecklonia arborea",15,"Isla Natividad",27.87691,-115.1699
"534",2011,"La Guanera",25,"Ecklonia arborea",10,"Isla Natividad",27.87691,-115.1699
"535",2011,"La Guanera",26,"Ecklonia arborea",74,"Isla Natividad",27.87691,-115.1699
"536",2011,"La Plana",1,"Ecklonia arborea",8,"Isla Natividad",27.84616,-115.1653
"537",2011,"La Plana",2,"Ecklonia arborea",8,"Isla Natividad",27.84616,-115.1653
"538",2011,"La Plana",3,"Ecklonia arborea",4,"Isla Natividad",27.84616,-115.1653
"539",2011,"La Plana",4,"Ecklonia arborea",3,"Isla Natividad",27.84616,-115.1653
"540",2011,"La Plana",5,"Ecklonia arborea",10,"Isla Natividad",27.84616,-115.1653
"541",2011,"La Plana",6,"Ecklonia arborea",4,"Isla Natividad",27.84616,-115.1653
"542",2011,"La Plana",7,"Ecklonia arborea",6,"Isla Natividad",27.84616,-115.1653
"543",2011,"La Plana",8,"Ecklonia arborea",1,"Isla Natividad",27.84616,-115.1653
"544",2011,"La Plana",9,"Ecklonia arborea",2,"Isla Natividad",27.84616,-115.1653
"545",2011,"La Plana",10,"Ecklonia arborea",0,"Isla Natividad",27.84616,-115.1653
"546",2011,"La Plana",11,"Ecklonia arborea",1,"Isla Natividad",27.84616,-115.1653
"547",2011,"La Plana",12,"Ecklonia arborea",0,"Isla Natividad",27.84616,-115.1653
"548",2011,"La Plana",13,"Ecklonia arborea",1,"Isla Natividad",27.84616,-115.1653
"549",2011,"La Plana",14,"Ecklonia arborea",0,"Isla Natividad",27.84616,-115.1653
"550",2011,"La Plana",15,"Ecklonia arborea",2,"Isla Natividad",27.84616,-115.1653
"551",2011,"La Plana",16,"Ecklonia arborea",4,"Isla Natividad",27.84616,-115.1653
"552",2011,"La Plana",17,"Ecklonia arborea",4,"Isla Natividad",27.84616,-115.1653
"553",2011,"La Plana",18,"Ecklonia arborea",0,"Isla Natividad",27.84616,-115.1653
"554",2011,"La Plana",19,"Ecklonia arborea",0,"Isla Natividad",27.84616,-115.1653
"555",2011,"La Plana",20,"Ecklonia arborea",26,"Isla Natividad",27.84616,-115.1653
"556",2011,"La Plana",21,"Ecklonia arborea",0,"Isla Natividad",27.84616,-115.1653
"557",2011,"La Plana",22,"Ecklonia arborea",1,"Isla Natividad",27.84616,-115.1653
"558",2011,"La Plana",23,"Ecklonia arborea",3,"Isla Natividad",27.84616,-115.1653
"559",2011,"La Plana",24,"Ecklonia arborea",45,"Isla Natividad",27.84616,-115.1653
"560",2011,"La Plana",25,"Ecklonia arborea",1,"Isla Natividad",27.84616,-115.1653
"561",2011,"Punta Prieta",1,"Ecklonia arborea",10,"Isla Natividad",27.88881,-115.1919
"562",2011,"Punta Prieta",2,"Ecklonia arborea",2,"Isla Natividad",27.88881,-115.1919
"563",2011,"Punta Prieta",3,"Ecklonia arborea",54,"Isla Natividad",27.88881,-115.1919
"564",2011,"Punta Prieta",4,"Ecklonia arborea",10,"Isla Natividad",27.88881,-115.1919
"565",2011,"Punta Prieta",5,"Ecklonia arborea",11,"Isla Natividad",27.88881,-115.1919
"566",2011,"Punta Prieta",6,"Ecklonia arborea",12,"Isla Natividad",27.88881,-115.1919
"567",2011,"Punta Prieta",7,"Ecklonia arborea",17,"Isla Natividad",27.88881,-115.1919
"568",2011,"Punta Prieta",8,"Ecklonia arborea",8,"Isla Natividad",27.88881,-115.1919
"569",2011,"Punta Prieta",9,"Ecklonia arborea",4,"Isla Natividad",27.88881,-115.1919
"570",2011,"Punta Prieta",10,"Ecklonia arborea",7,"Isla Natividad",27.88881,-115.1919
"571",2011,"Punta Prieta",11,"Ecklonia arborea",38,"Isla Natividad",27.88881,-115.1919
"572",2011,"Punta Prieta",12,"Ecklonia arborea",15,"Isla Natividad",27.88881,-115.1919
"573",2011,"Punta Prieta",13,"Ecklonia arborea",5,"Isla Natividad",27.88881,-115.1919
"574",2011,"Punta Prieta",14,"Ecklonia arborea",3,"Isla Natividad",27.88881,-115.1919
"575",2011,"Punta Prieta",15,"Ecklonia arborea",7,"Isla Natividad",27.88881,-115.1919
"576",2011,"Punta Prieta",16,"Ecklonia arborea",13,"Isla Natividad",27.88881,-115.1919
"577",2011,"Punta Prieta",17,"Ecklonia arborea",13,"Isla Natividad",27.88881,-115.1919
"578",2011,"Punta Prieta",18,"Ecklonia arborea",7,"Isla Natividad",27.88881,-115.1919
"579",2011,"Punta Prieta",19,"Ecklonia arborea",0,"Isla Natividad",27.88881,-115.1919
